SampleID	SeqProject	LCSETMax	ReadgroupsAggregated	GENDER	ANCESTRY	SeqTech	LibTech	Mean_Coverage	Contamination_Estimation	Percent_Chimeric_Reads	Median_Insert_Size	Standard_Deviation_Insert_Size	Percent_lt_30bp_frags	nEvalVariants	novelSites	nVariantsAtComp	nInsertions	nDeletions	InsDelRatio	nSingletons	nHets	nHomRef	nHomVar	HetHomeRatio	nTi	nTv	TiTvRatio	index	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	PC13	PC14	PC15	PC16	PC17	PC18	PC19	PC20	inferredAncestry	nEvalVariantsZscore	novelSitesZscore	nVariantsAtCompZscore	nInsertionsZscore	nDeletionsZscore	InsDelRatioZscore	nSingletonsZscore	nHetsZscore	nHomRefZscore	nHomVarZscore	HetHomeRatioZscore	nTiZscore	nTvZscore	TiTvRatioZscore	ANCESTRY-SeqTech	maxVcfzscore	flaggedReason
Sample-402	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	31.517	0	0.007162	427	102.619	0.0382127	3823197	330305	3492892	180852	202202	0.89	14879	2410373	34447047	1412824	1.71	1981424	1048745	1.89	402	0.0173	0.0057	-0.0075	-0.0254	-0.0323	0.0027	0.0088	0.0346	-0.0284	0.0024	0.002	0.0025	0.0489	-0.0201	-0.0438	-0.0299	0.0138	-0.0026	-0.0117	-0.0079	EUR	0.463	0.096	0.65	0.074	0.344	0.674	0.385	0.573	0.437	0.598	0.674	1.139	0.848	0	White-HiSeqX	1.139	Percent_lt_30bp_frags>=0.01,
Sample-403	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	31.803	0	0.007021	411	68.806	0.0035003	3794100	331834	3462266	180617	201952	0.89	13603	2342989	34470618	1451111	1.61	1944679	1033129	1.88	403	0.0174	0.0084	-0.0058	0.0095	0.0022	-0.044	-0.0261	0.002	-0.0096	0.0251	2e-04	-0.0395	-0.0138	-0.0252	0.0081	0.0272	0.0157	0.0242	-0.0094	0.0081	EUR	0.123	0.009	0.157	0	0.279	0.674	0.588	0.61	0.135	1.054	1.012	1.166	0.74	0.674	White-HiSeqX	1.166	
Sample-404	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	31.431	0	0.005263	419	71.996	0.0033927	3821223	333507	3487716	181895	203369	0.89	14537	2380465	34445622	1440758	1.65	1961885	1041717	1.88	404	0.0176	0.0115	-0.0032	0.0083	0.0085	0.0182	-0.0503	0.0053	-0.0501	-0.0261	-0.0065	-0.0345	-0.006	-6e-04	0.003	0.0464	0.0166	0.0143	0.01	-0.015	EUR	0.423	0.086	0.514	0.405	0.649	0.674	0.124	0.048	0.471	0.607	0.337	0.087	0.133	0.674	White-HiSeqX	0.674	
Sample-405	G77360	LCSET-6066	1	Female	African American	HiSeqX	SAGE	33.538	0	0.007519	414	72.975	0.0031551	4586730	433248	4153482	211839	250652	0.85	57587	3183559	33690294	1403171	2.27	2382387	1254972	1.9	405	-0.0347	0.0202	-0.0071	0.0023	0.0473	0.0203	-0.0175	0.0181	0.0151	0.0288	-0.0151	0.0019	0.006	0.0112	-0.0036	-0.0431	0.0359	0.0069	0.0019	-0.0047	AFR	0.684	0.545	0.624	0.78	0.705	0	0.181	1.324	0.467	1.033	1.92	0.019	0.374	NA	African American-HiSeqX	NA	
Sample-406	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	26.387	0	0.008438	417	104.656	0.0433954	3791055	322733	3468322	179217	200170	0.9	14204	2399743	34416214	1391312	1.72	1965981	1038436	1.89	406	0.0161	0.0091	-0.0058	0.0169	-0.0045	-0.0076	-0.0235	0.0103	-0.0087	-0.0641	0.0076	0.0241	-0.0114	-0.0273	-0.0302	0.0347	0.0334	0.0092	0.0025	-0.0423	EUR	0.185	0.525	0.002	0.444	0.186	0	0.13	0.387	1.185	1.526	0.843	0.17	0.2	0	White-HiSeqX	1.526	Percent_lt_30bp_frags>=0.01,
Sample-407	G77360	LCSET-6066	1	Female	African American	HiSeqX	SAGE	32.444	0	0.007599	430	60.319	0.0037879	4525212	410992	4114220	208494	245838	0.85	55691	3124090	33717775	1401122	2.23	2371931	1243183	1.91	407	-0.0275	0.0198	-0.0073	-0.0087	-0.0146	-0.0284	0.0223	0.0165	-0.0046	0.0263	-0.0058	-0.0152	-0.0098	0.0062	0.0029	-0.0105	0.0294	0.017	0.0148	0.0323	AFR	0.305	0.371	0.138	0.158	0.101	0	0.181	0.614	0.002	1.071	1.505	0.363	0.415	Inf	African American-HiSeqX	Inf	TiTvRatioZscore>=4,
Sample-408	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	29.573	8e-05	0.007686	417	102.239	0.043639	3774619	335560	3439059	178632	200686	0.89	14982	2348585	34459036	1426034	1.65	1946099	1031888	1.89	408	0.0203	0.0112	-0.0031	0.0121	0.0363	-0.0531	-0.0108	0.0068	-0.0342	-0.0232	0.0032	-0.0096	0.0252	-0.0632	-0.0036	-0.0251	0.0116	0.0153	-0.0352	0.0048	EUR	0.516	0.203	0.769	0.629	0.051	0.674	0.463	0.511	0.146	0.028	0.337	1.077	0.866	0	White-HiSeqX	1.077	Percent_lt_30bp_frags>=0.01,
Sample-409	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	29.671	0	0.008231	413	57.474	0.0033045	3862864	342493	3520371	184370	206840	0.89	14027	2465502	34410712	1397362	1.76	1974314	1047913	1.88	409	0.0162	0.0095	-0.0125	0.0082	-0.0359	0.0203	0.064	-0.0131	-0.0184	-0.0108	-0.0043	-0.0027	-0.013	-0.0071	0.0108	0.0011	0.0147	0.0281	0.0514	0.0349	EUR	1.263	0.596	1.375	1.19	1.554	0.674	0.264	1.541	1.319	1.265	1.518	0.693	0.763	0.674	White-HiSeqX	1.554	
Sample-410	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	33.514	0	0.009244	414	66.924	0.0029637	3798577	331932	3466645	181127	202247	0.9	13269	2375890	34453827	1422687	1.67	1946127	1034336	1.88	410	0.0184	0.007	-0.0058	0.0102	0.0011	-0.0104	0.024	-0.0117	-0.0086	0.0165	-0.0024	-0.0078	0.024	-0.01	-0.0286	-0.0454	0.0279	-0.0077	-0.04	-0.0132	EUR	0.033	0.003	0.042	0.162	0.356	0	0.842	0.032	0.272	0.172	0	1.075	0.617	0.674	White-HiSeqX	1.075	
Sample-411	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	28.891	0.00572	0.007846	407	109.015	0.05017	3797576	336673	3460903	179003	200881	0.89	20841	2374274	34441123	1423302	1.67	1969303	1041342	1.89	411	0.0166	0.0111	-0.0064	0.0284	0.0223	-0.0343	0.0197	0.0369	0.0092	-0.021	0.036	-0.016	-0.0183	-0.0078	0.0341	-0.005	-0.0333	0.0162	0.0208	-0.0164	EUR	0.053	0.266	0.193	0.512	0.001	0.674	4.929	0.06	0.581	0.146	0	0.379	0.095	0	White-HiSeqX	4.929	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-412	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	29.673	0	0.00524	421	94.728	0.0278408	3820750	334029	3486721	180913	203035	0.89	19939	2432073	34438270	1388677	1.75	1971853	1046008	1.89	412	0.0183	0.0091	0.0014	0.0081	-0.0501	0.0066	0.0145	0.02	-0.0257	-0.0111	0.0248	-0.008	-0.0141	-0.0165	0.0404	0.0167	-0.0238	-0.0287	0.0322	0.016	EUR	0.414	0.116	0.488	0.094	0.562	0.674	4.241	0.955	0.65	1.64	1.349	0.539	0.57	0	White-HiSeqX	4.241	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-413	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	26.238	0	0.005615	421	106.473	0.0515986	3722162	304472	3417690	174807	195276	0.9	15722	2294018	34494906	1428144	1.61	1956783	1029422	1.9	413	0.0176	0.0094	-0.0036	-0.0045	-0.0291	0.0308	0.0385	-0.0271	-0.0295	-0.0192	-0.031	-0.0198	0.0057	-0.0059	-0.0577	0.0176	0.0062	-0.016	-0.0059	-0.0484	EUR	1.573	1.562	1.333	1.842	1.463	0	1.027	1.469	0.725	0.063	1.012	0.407	1.117	0.674	White-HiSeqX	1.842	Percent_lt_30bp_frags>=0.01,
Sample-414	G77360	LCSET-6066	1	Female	White	HiSeqX	SAGE	33.169	0	0.007746	414	77.636	0.0027937	3863671	345115	3518556	183250	206664	0.89	14727	2476853	34427683	1386818	1.79	1973216	1049560	1.88	414	0.0202	0.0072	-0.0112	-0.007	0.0062	-0.0121	-7e-04	0.0177	0.0191	0.018	-0.0218	-0.0138	-0.0204	-0.0042	-0.0254	0.0352	-0.0178	-0.0044	-0.0225	-0.0151	EUR	1.279	0.745	1.327	0.835	1.508	0.674	0.269	1.741	0.907	1.72	2.023	0.624	0.931	0.674	White-HiSeqX	2.023	
Sample-415	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	34.656	0	0.00771	386	63.917	0.0052762	3838111	343927	3494184	182965	205279	0.89	12443	2394469	34453207	1443642	1.66	1947677	1040353	1.87	415	0.0175	0.0096	-0.0152	-0.0134	0.0036	-0.015	-0.018	0.0272	0.004	-0.0223	0.0232	0.0105	-0.025	0.0028	0.0202	0.0216	0.023	0.0255	-0.0255	0.0049	EUR	0.764	0.677	0.684	0.744	1.147	0.674	1.472	0.294	0.287	0.732	0.169	0.978	0.005	1.349	White-HiSeqX	1.472	
Sample-416	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	25.353	0	0.007917	430	57.213	0.0038337	3741595	309033	3432562	178047	197512	0.9	12811	2303846	34477894	1437749	1.6	1937614	1024106	1.89	416	0.0166	0.0086	-0.005	-0.0355	-0.008	-0.0018	7e-04	0.011	0.051	-0.0092	-0.0135	-0.0452	-0.0309	-0.0066	0.0327	0.0067	-0.0184	-0.0242	-0.0233	0.014	EUR	1.181	1.303	0.941	0.815	0.88	0	1.191	1.297	0.312	0.478	1.18	1.609	1.658	0	White-HiSeqX	1.658	
Sample-417	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	31.16	0	0.007025	418	78.484	0.0035919	3814976	329432	3485544	180885	201136	0.9	21209	2363366	34419393	1451610	1.63	1975962	1045106	1.89	417	0.0147	0.0083	-0.0141	0.0486	0.0122	-0.0492	0.0054	0.0184	0.0416	-0.0167	-0.0089	0.0069	0.0203	0.0535	-0.0056	0.0107	-0.0174	-0.0693	-0.0394	0.0012	EUR	0.298	0.145	0.456	0.085	0.066	0	5.209	0.252	1.108	1.076	0.674	0.796	0.478	0	White-HiSeqX	5.209	nSingletonsZscore>=4,
Sample-418	G77360	LCSET-6066	1	Male	White	HiSeqX	SAGE	31.805	0	0.007694	423	98.699	0.0379452	3827787	346463	3481324	181533	204775	0.89	15090	2404789	34457523	1422998	1.69	1957865	1043510	1.88	418	0.0173	0.0106	-0.0011	0.014	0.0198	-0.0189	-0.033	-0.0224	0.02	-0.0601	-0.0256	-0.0099	0.0296	0.0167	-0.0297	0.0491	0.0081	-0.0269	-0.0047	0.0353	EUR	0.556	0.821	0.345	0.29	1.016	0.674	0.546	0.475	0.183	0.159	0.337	0.339	0.316	0.674	White-HiSeqX	1.016	Percent_lt_30bp_frags>=0.01,
Sample-419	G76371	LCSET-6235	1	NA	NA	HiSeqX	SAGE	29.245	0	0.008363	408	114.595	0.0540822	3781849	316707	3465142	178573	198408	0.9	15001	2379393	34464548	1402456	1.7	1981773	1041659	1.9	419	0.0193	0.0109	-0.007	0.0127	0.0132	0.0161	0.0728	-0.0232	-0.0011	0.0151	-0.0208	-0.0269	-0.0319	0.0037	0.0089	-0.035	-0.0154	-0.0055	-0.0337	-0.0143	EUR	0.139	0.232	0.357	0.015	0.013	0	0.288	0.461	0.216	0.751	0.809	0.832	0.354	0	NA-HiSeqX	0.832	Percent_lt_30bp_frags>=0.01,
Sample-420	G76371	LCSET-6235	1	NA	NA	HiSeqX	SAGE	31.05	0	0.006647	381	101.385	0.0589966	3850793	368626	3482167	181271	205315	0.88	61095	2373251	34408145	1477542	1.61	2001072	1058657	1.89	420	0.0022	-0.0069	-0.0053	0.0171	-0.0075	-0.0203	0.0451	-0.0214	-0.0113	0.0082	-0.0164	-0.0024	0	0.0138	-0.0192	-0.0069	0.0138	-0.0466	-0.045	-0.0312	EUR	1.346	2.605	0.748	0.788	1.413	1.349	30.154	0.37	0.684	1.908	0.405	1.842	1.967	0.674	NA-HiSeqX	30.154	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-421	G76371	LCSET-6235	1	NA	NA	HiSeqX	SAGE	30.381	0	0.00862	401	107.288	0.0586441	4471032	412551	4058481	206046	243477	0.85	49189	3025374	33789070	1445658	2.09	2348701	1233283	1.9	421	-0.0317	0.0196	-0.0016	-0.0093	-0.0062	0.0052	0.0143	0.0291	-0.035	-0.0104	-0.0172	3e-04	-0.0318	-0.0147	-0.0014	-0.0349	-0.0112	0.0038	0.0177	0.0199	AFR	12.212	5.005	13.972	7.887	9.147	3.372	22.44	10.03	5.828	0.779	6.07	20.028	18.543	0	NA-HiSeqX	22.44	nTvZscore>=4,nTiZscore>=4,HetHomeRatioZscore>=4,nHomRefZscore>=4,nHetsZscore>=4,nSingletonsZscore>=4,nDeletionsZscore>=4,nInsertionsZscore>=4,nVariantsAtCompZscore>=4,novelSitesZscore>=4,nEvalVariantsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-422	G76371	LCSET-6235	1	NA	NA	HiSeqX	SAGE	26.307	0	0.007767	421	101.348	0.0485729	3741938	319670	3422268	176732	198345	0.89	13519	2307976	34510085	1433962	1.61	1952967	1029262	1.9	422	0.019	0.0107	-0.0063	-0.0128	0.0062	0.0075	-0.0245	0.0016	-0.0063	0.0107	0.0066	-0.0138	0.0151	0.0037	-0.0089	0.0232	0.0166	0.014	0.0493	-0.0071	EUR	0.561	0.07	0.627	0.512	0	0.674	0.672	0.597	0.163	0.365	0.405	0.674	0.823	0	NA-HiSeqX	0.823	Percent_lt_30bp_frags>=0.01,
Sample-423	G76371	LCSET-6235	1	NA	NA	HiSeqX	SAGE	30.808	0	0.008871	396	100.935	0.049437	3963237	353037	3610200	186113	211741	0.88	26807	2579007	34292856	1384230	1.86	2054373	1085544	1.89	423	0.0089	0.0102	-0.01	0.0108	0.0085	0.0059	-0.0125	0.0226	0.045	0.0209	0.0197	0.0109	0.0065	0.0079	0.0192	-0.017	-0.0159	-0.0466	0.0111	0.0034	EUR	3.316	1.753	3.686	2.176	2.715	1.349	7.938	3.418	1.642	1.396	2.968	4.631	4.52	0.674	NA-HiSeqX	7.938	nTvZscore>=4,nTiZscore>=4,nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-424	G76371	LCSET-6235	1	Male	White	HiSeqX	SAGE	25.706	0	0.013574	358	114.498	0.0698427	3787998	332337	3455661	178134	199643	0.89	24975	2353896	34457284	1434102	1.64	1983170	1045109	1.9	424	0.0133	0.0096	-0.0048	0.0447	-0.0283	-0.0257	0.0068	0.0308	0.0244	0.0099	-0.0093	-0.0259	0.0141	0.0626	0.0236	0.0276	-0.0411	-0.0434	0.0073	-0.0199	EUR	0.246	0.02	0.332	0.787	0.324	0.674	8.079	0.418	0.188	0.32	0.506	1.248	0.478	0.674	White-HiSeqX	8.079	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-425	G76371	LCSET-6235	1	Male	White	HiSeqX	SAGE	32.246	0	0.006352	394	107.881	0.0549328	3787568	334855	3452713	179332	201549	0.89	13628	2354600	34478698	1432968	1.64	1954585	1036609	1.89	425	0.0177	0.0078	-0.0145	0.014	0.0283	-0.0296	9e-04	0.0071	0.0282	0.0054	0.02	-0.0196	-0.0564	-0.0136	-0.0041	-0.0128	0.053	0.0341	-0.0118	-0.0124	EUR	0.255	0.163	0.409	0.407	0.174	0.674	0.569	0.406	0.331	0.271	0.506	0.544	0.386	0	White-HiSeqX	0.674	Percent_lt_30bp_frags>=0.01,
Sample-426	G76371	LCSET-6235	1	Female	African American	HiSeqX	SAGE	28.812	0	0.006457	411	106.171	0.1645624	4521327	411200	4110127	206712	245675	0.84	55732	3104636	33725771	1416691	2.19	2387765	1248777	1.91	426	-0.0336	0.022	0.0012	0.0095	0.0242	0.006	-0.0021	-1e-04	-0.032	0.0029	1e-04	0.0064	-0.031	-0.0245	-0.0025	0.0244	-0.0069	-0.0196	-0.0119	-0.0213	AFR	0.367	0.362	0.218	0.657	0.128	0.674	0.173	0.382	0.139	0.783	1.09	0.216	0.041	Inf	African American-HiSeqX	Inf	TiTvRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-427	G76371	LCSET-6235	1	Male	White	HiSeqX	SAGE	31.173	0	0.008112	392	100.009	0.0525785	3769365	320935	3448430	178616	198342	0.9	13652	2332146	34481967	1437219	1.62	1962911	1038218	1.89	427	0.018	0.0108	-0.0085	0.0173	0.0029	0.0118	-0.0081	0.0029	-0.0263	0.0188	-0.006	-0.0618	-0.0109	-0.0054	0.0242	-0.0228	0.0253	0.0068	0.0238	2e-04	EUR	0.622	0.627	0.522	0.634	0.663	0	0.55	0.8	0.411	0.455	0.843	0.022	0.223	0	White-HiSeqX	0.843	Percent_lt_30bp_frags>=0.01,
Sample-428	G77360	LCSET-6235	1	Male	White	HiSeqX	SAGE	31.73	0	0.008035	414	64.177	0.0033331	3763575	323130	3440445	178388	198596	0.9	13796	2332536	34467340	1431039	1.63	1945714	1028761	1.89	428	0.0194	0.0104	-0.0073	0.001	0.0509	-0.0156	-0.0212	0.0128	0.0351	0.031	0.0066	-0.0011	0.02	-0.0044	0.0069	-0.024	-0.0164	0.0294	-0.0033	-0.02	EUR	0.738	0.503	0.733	0.707	0.597	0	0.441	0.793	0.056	0.188	0.674	1.101	1.184	0	White-HiSeqX	1.184	
Sample-429	G77360	LCSET-6235	1	Male	White	HiSeqX	SAGE	30.651	0	0.006016	388	101.766	0.0570238	3808992	336721	3472271	180424	203580	0.89	12647	2359703	34451641	1449289	1.63	1958570	1040611	1.88	429	0.0176	0.0088	-0.0118	-0.0037	-0.0355	0.0331	-0.002	0.0056	-0.0249	-0.0074	-0.0573	-0.012	-0.0301	0.0059	0.0133	0.0139	0.0325	-0.0099	-0.0138	-0.0051	EUR	0.177	0.268	0.106	0.061	0.704	0.674	1.316	0.316	0.325	0.975	0.674	0.294	0.021	0.674	White-HiSeqX	1.316	Percent_lt_30bp_frags>=0.01,
Sample-430	G77360	LCSET-6235	1	Male	White	HiSeqX	SAGE	33.434	0	0.007744	414	61.896	0.0037279	3827771	344603	3483168	181900	204698	0.89	13314	2386613	34436167	1441158	1.66	1954667	1040407	1.88	430	0.0184	0.0112	-0.0114	-0.012	0.005	1e-04	-0.0127	0.0231	0.0038	-0.0148	0.0045	0.0156	-0.0304	-0.0123	-0.0114	-0.0043	0.0096	0.0064	0.0065	0.0209	EUR	0.555	0.716	0.394	0.407	0.995	0.674	0.808	0.156	0.701	0.625	0.169	0.539	0	0.674	White-HiSeqX	0.995	
Sample-431	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE	26.634	0	0.005675	422	86.088	0.0033929	3767732	302885	3464847	177938	197668	0.9	13849	2351219	34457197	1416513	1.66	1970241	1037001	1.9	431	0.0174	0.0097	-0.0067	-0.0206	-0.0452	-0.0041	-0.021	-0.0018	-0.0108	-0.0293	0.0188	-0.0184	-0.047	-0.0278	0.0157	-0.027	-0.0428	-0.0138	0.0174	0.0394	EUR	0.655	1.652	0.089	0.849	0.839	0	0.4	0.465	0.19	0.439	0.169	0.438	0.346	0.674	White-HiSeqX	1.652	
Sample-432	G77360	LCSET-6235	6	Male	White	HiSeqX	SAGE	32.838	0.00031	0.003944	403	122.584	4.952262	3788520	334361	3454159	178844	201301	0.89	15128	2332798	34502349	1455722	1.6	1964084	1040107	1.89	432	0.0186	0.0057	-0.0022	-0.0041	-0.0056	0.0086	-0.0164	0.0083	0.0055	-0.0079	0.0524	-0.0283	-0.0366	-0.039	-0.0077	-0.0332	0.029	-0.055	-0.0127	0.0317	EUR	0.236	0.135	0.371	0.562	0.109	0.674	0.575	0.789	0.905	1.253	1.18	0.051	0.031	0	White-HiSeqX	1.253	Percent_lt_30bp_frags>=0.01,
Sample-433	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE	31.096	8e-05	0.006063	382	98.188	0.0558503	3833731	342048	3491683	180609	203643	0.89	20333	2441583	34413244	1392148	1.75	1985786	1050568	1.89	433	0.0176	0.0079	-0.007	0.0241	-3e-04	0.0075	0.0767	-0.0181	-0.0488	-0.01	-0.0238	0.0083	0.0087	0.0234	0.0129	-0.0217	0.0079	-0.0241	-0.0265	-0.0458	EUR	0.675	0.571	0.618	0.003	0.72	0.674	4.542	1.121	1.257	1.49	1.349	1.413	1.033	0	White-HiSeqX	4.542	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-434	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE	30.494	0	0.008441	408	100.671	0.038123	3763741	318233	3445508	176504	195833	0.9	16309	2374010	34406873	1389731	1.71	1964955	1036088	1.9	434	0.0141	0.0082	-0.0062	0.0123	0.0187	0.038	-0.0361	-0.0071	0.0047	0.0077	-0.0099	-0.0293	4e-04	-0.0068	-0.028	0.0068	0.0264	0.0353	0.0316	0.0187	EUR	0.735	0.781	0.599	1.304	1.318	0	1.475	0.065	1.412	1.594	0.674	0.106	0.439	0.674	White-HiSeqX	1.594	Percent_lt_30bp_frags>=0.01,
Sample-435	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE	29.63	0	0.007088	394	60.654	0.0034758	3746669	306282	3440387	177734	196314	0.91	13360	2345850	34518096	1400819	1.67	1958317	1028525	1.9	435	0.0176	0.0098	0.007	-0.0071	-0.0117	0.0281	-0.0157	0.0217	-0.0311	0.0023	-0.0151	-0.0292	0.0262	-0.003	-0.0192	0.0486	-0.0151	0.0149	0.0034	-0.0237	EUR	1.079	1.459	0.734	0.914	1.192	0.674	0.773	0.559	1.288	1.116	0	0.31	1.208	0.674	White-HiSeqX	1.459	
Sample-436	G77360	LCSET-6235	1	Male	White	HiSeqX	SAGE	28.186	0	0.00721	414	103.816	0.0416206	3780407	328935	3451472	179798	200613	0.9	12236	2336909	34473639	1443498	1.62	1950149	1033775	1.89	436	0.0172	0.0078	-0.0145	-0.0207	-0.0509	0.0111	-0.0265	-0.0203	-0.018	0.0203	0.0132	-0.0433	-0.0589	-0.0026	0.0143	0.0313	0.0194	0.0481	-0.0492	0.0351	EUR	0.399	0.173	0.442	0.26	0.07	0	1.629	0.716	0.209	0.726	0.843	0.823	0.674	0	White-HiSeqX	1.629	Percent_lt_30bp_frags>=0.01,
Sample-437	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE	28.496	0	0.005707	417	95.692	0.0256497	3828190	329295	3498895	180778	203298	0.89	14471	2415315	34418883	1412875	1.71	1977267	1046869	1.89	437	0.0183	0.0098	-0.009	0.0028	0.0385	-0.0203	-0.0364	-0.0145	0.0382	0.0202	-0.0158	-0.0146	-0.0643	0.0265	0.0203	-0.0122	0.0192	0.0775	0.0027	0.0023	EUR	0.564	0.153	0.809	0.051	0.63	0.674	0.074	0.66	1.12	0.596	0.674	0.878	0.657	0	White-HiSeqX	1.12	Percent_lt_30bp_frags>=0.01,
Sample-438	G77360	LCSET-6235	1	Female	White	HiSeqX	SAGE	32.289	0	0.006836	409	94.418	0.0360339	3942777	356530	3586247	186083	211931	0.88	27629	2539970	34323514	1402807	1.81	2021920	1075620	1.88	438	0.0081	-0.0053	0.0436	-0.0128	-0.0291	-0.0191	-0.011	-0.0304	-0.0178	0.0048	0.0016	0.0256	0.0031	0.019	0.0033	-0.0107	0.0096	0.0091	-0.0025	0.0312	AMR	2.873	1.393	3.112	1.733	2.883	1.349	10.102	2.849	3.435	1.03	2.361	3.679	3.581	0.674	White-HiSeqX	10.102	nSingletonsZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-439	G77324	LCSET-6242	2	Male	African American	HiSeqX	SAGE	33.184	0.01483	0.006317	399	112.196	0.063557	4422665	412336	4010329	204290	238102	0.86	51271	2995910	33694157	1426755	2.1	2318383	1213953	1.91	439	-0.0404	0.0225	0.0014	-6e-04	-0.0094	0.005	-0.0089	-0.0042	-4e-04	0.0277	-0.0062	0.0072	-0.0145	-0.0111	-0.013	-0.0182	-0.0066	-0.0062	3e-04	-0.022	AFR	1.954	0.315	2.155	1.336	1.395	0.674	1.025	0.916	0.401	0.596	0.156	2.322	2.37	Inf	African American-HiSeqX	Inf	TiTvRatioZscore>=4,Percent_lt_30bp_frags>=0.01,
Sample-440	G77324	LCSET-6242	2	Male	African American	HiSeqX	SAGE	37.597	0	0.007408	427	104.175	0.0419685	4497191	436816	4060375	209442	241615	0.87	52884	3026750	33602170	1470441	2.06	2337974	1228477	1.9	440	-0.0393	0.0182	-0.0065	-0.0055	0.0366	0.0162	-0.015	-0.0139	0.0534	0.0026	0.0092	-0.0149	-0.0137	0.0041	0.0084	0.0148	-0.0101	-0.0309	-0.0231	0.0104	AFR	0.755	0.692	1.184	0.108	0.807	1.349	0.717	0.548	1.971	0.213	0.259	1.605	1.399	NA	African American-HiSeqX	NA	Percent_lt_30bp_frags>=0.01,
Sample-441	G77324	LCSET-6242	2	Male	White	HiSeqX	SAGE	39.238	0.00014	0.007541	393	72.308	0.0040245	3787683	350406	3437277	182137	199058	0.91	13418	2360429	34265546	1427254	1.65	1915802	1020432	1.88	441	0.0188	0.0062	-0.0034	-0.0138	-0.0272	-0.0253	-0.0011	-0.0144	0.0213	0.0116	0.0211	0.0035	-0.0067	-0.0069	0.0353	-0.0163	0.03	-0.0214	0.005	0.0127	EUR	0.253	1.045	0.816	0.482	0.476	0.674	0.729	0.303	4.842	0.025	0.337	2.977	2.032	0.674	White-HiSeqX	4.842	nHomRefZscore>=4,
Sample-442	G77324	LCSET-6242	2	Male	White	HiSeqX	SAGE	34.215	0	0.007713	415	76.664	0.0036964	3783599	335162	3448437	179921	197419	0.91	23417	2350866	34384247	1432733	1.64	1949432	1030609	1.89	442	0.0144	0.0067	-0.0098	0.0681	0.0121	-0.0476	-0.041	-0.0228	-0.0132	-0.0248	0.0463	-0.0224	-0.0295	0.0171	0.0073	-0.0076	-0.0261	-0.0026	0.0246	0.0187	EUR	0.335	0.18	0.522	0.221	0.904	0.674	6.892	0.471	1.961	0.261	0.506	0.868	0.996	0	White-HiSeqX	6.892	nSingletonsZscore>=4,
Sample-443	G77324	LCSET-6242	9	Female	White	HiSeqX	SAGE	43.317	0	0.009915	428	95.62	0.0409333	3770212	337076	3433136	179846	196103	0.92	13836	2382770	34368195	1387442	1.72	1940100	1025610	1.89	443	0.0177	0.0119	-0.0027	-0.0049	-0.0185	0.0022	-0.0096	-0.0164	-0.0183	0.0349	-0.0131	-0.0209	-0.0219	-0.0222	0.016	-0.0101	-0.0061	0.0091	0.0311	-0.0363	EUR	0.605	0.289	0.926	0.244	1.247	1.349	0.41	0.089	2.351	1.693	0.843	1.453	1.505	0	White-HiSeqX	2.351	Percent_lt_30bp_frags>=0.01,
Sample-444	G77360	LCSET-6302	2	Female	White	HiSeqX	SAGE	36.855	0	0.006412	406	83.874	0.0104994	3852967	342182	3510785	183607	204808	0.9	15499	2445973	34488774	1406994	1.74	1976796	1050088	1.88	444	0.0185	0.0093	-0.0033	0.0021	-0.009	0.0063	-0.016	-0.0045	-5e-04	0.0129	0.0116	0.0017	0.0098	-0.034	0.0041	0.0021	-0.0284	0.0169	0.0382	0.022	EUR	1.063	0.578	1.122	0.948	1.024	0	0.857	1.199	0.576	0.849	1.18	0.849	0.985	0.674	White-HiSeqX	1.199	Percent_lt_30bp_frags>=0.01,
